,Client_Name,Client_Description,Revenue,Expenses,Total_Assets,Total_Liabilities,Operating_Cash_Flow,Investments,Debt,Industry,Profit,Equity
6658,Dynamic Technologies,Operations in finance,4756398.96,422214.56,4089117.27,2494409.42,1701024.89,2213211.01,1853635.35,Technology,4334184.4,1594707.85
6659,Alpha Logistics,Operations in manufacturing,4368363.27,2519090.98,761349.71,3651987.59,1015535.9059999998,1387673.91,1773117.5,Retail,1849272.2899999996,-2890637.88
6660,Global Enterprises,Operations in healthcare,2995005.51,1259931.45,2510570.52,2672026.8160000006,1696175.26,178058.96,2804273.2,Manufacturing,1735074.0599999998,-161456.29600000056
6661,Alpha Holdings,Operations in healthcare,2619993.37,294943.73,8337409.51,503546.76,1161428.496,1567799.604,630689.07,Finance,2325049.64,7833862.75
6662,Future International,Operations in finance,1118095.82,278755.68,5312928.911999999,2066757.2280000001,377426.21,2122771.83,803013.4,Finance,839340.1400000001,3246171.6839999985
6663,Innovative Solutions,Operations in manufacturing,1756451.82,209948.01,2734973.65,4412681.38,831640.924,1352981.32,1121484.95,Finance,1546503.81,-1677707.73
6664,Pinnacle Systems,Operations in technology,2907227.15,1549807.35,5601769.16,3061915.27,823937.04,1843385.4420000003,4193575.27,Manufacturing,1357419.7999999998,2539853.89
6665,Innovative Systems,Operations in retail,3624603.51,295810.16,7812989.32,1128675.83,1674946.63,2115856.75,2252161.72,Technology,3328793.3499999996,6684313.49
6666,Innovative Enterprises,Operations in manufacturing,4023205.28,2550028.66,8319166.71,3190414.88,1546266.82,745770.88,1513434.83,Manufacturing,1473176.6199999996,5128751.83
6667,Innovative Solutions,Operations in healthcare,3795183.95,391552.06,9708674.67,4364389.49,816764.83,1430125.37,3945697.65,Technology,3403631.89,5344285.18
6668,Zenith Group,Operations in finance,3100007.58,1312676.44,8212231.03,1171337.33,274483.93,1768909.8880000003,2411414.21,Healthcare,1787331.1400000001,7040893.7
6669,Pinnacle Corp,Operations in retail,665080.38,2515775.65,6463569.16,2149411.65,1291045.806,1203034.66,4119547.92,Finance,-1850695.27,4314157.51
6670,Global International,Operations in finance,1677039.7280000001,1098799.77,904902.28,224308.44,615642.27,679684.93,3052975.48,Finance,578239.9580000001,680593.8400000001
6671,Global Technologies,Operations in technology,4139287.57,1237349.53,2911768.3179999995,432754.47,1625015.31,310539.29,940951.14,Manufacturing,2901938.04,2479013.8479999993
6672,Green Logistics,Operations in technology,3681797.42,2759202.49,1183269.19,1451138.0,673206.31,1425933.64,2475889.38,Technology,922594.9299999997,-267868.81000000006
6673,Future Enterprises,Operations in finance,4336982.13,2100339.04,7948926.97,1954712.43,1335238.61,790994.31,1435029.29,Retail,2236643.09,5994214.54
6674,Global Technologies,Operations in manufacturing,4265269.15,1367738.14,4262882.95,670981.34,216482.34,2623001.89,613510.99,Finance,2897531.0100000007,3591901.6100000003
6675,Future Enterprises,Operations in finance,3153632.79,52556.22,1464771.17,4121574.73,506908.98,1189313.598,2166325.98,Retail,3101076.57,-2656803.56
6676,Tech Logistics,Operations in technology,3567931.12,2435291.48,8122847.4,2535402.0119999996,1561358.88,2777585.06,2816645.56,Retail,1132639.6400000001,5587445.388
6677,Green Logistics,Operations in technology,1380518.54,1342803.5620000002,4655535.61,2937542.6,1042384.7719999999,1855524.0740000003,3861155.04,Technology,37714.97799999989,1717993.0100000002
6678,Pinnacle Corp,Operations in finance,3914499.1,2465393.52,7700459.62,4494144.84,1016603.12,2263059.73,1963232.83,Technology,1449105.58,3206314.7800000003
6679,Global Group,Operations in manufacturing,4920696.14,330139.28,6078366.67,1483551.76,1764116.33,1628509.12,687199.13,Healthcare,4590556.859999999,4594814.91
6680,Future Enterprises,Operations in retail,3998941.4,926383.55,6345986.746,985929.65,1440296.5,1563049.51,2042210.622,Finance,3072557.8499999996,5360057.096
6681,Dynamic Group,Operations in technology,2233903.28,1521780.094,3432619.17,4703478.47,1692536.61,1787019.81,3399691.52,Finance,712123.1859999998,-1270859.2999999998
6682,Alpha Logistics,Operations in finance,816645.85,1244336.69,9419546.82,4546667.42,1699238.48,908550.8,1813997.29,Finance,-427690.83999999997,4872879.4
6683,Quantum Technologies,Operations in retail,2539305.87,1433949.22,4633202.26,4052869.77,1039314.68,1803724.56,4735674.43,Retail,1105356.6500000001,580332.4899999998
6684,Dynamic Motors,Operations in healthcare,2305931.62,2190933.03,5776049.02,3833382.5,1129130.004,2015160.87,2535128.02,Technology,114998.59000000032,1942666.5199999996
6685,Quantum Systems,Operations in healthcare,1331964.49,248444.43,4394047.11,2718807.798,1318803.09,1240132.55,3441852.7619999996,Finance,1083520.06,1675239.3120000004
6686,Alpha Solutions,Operations in retail,4772301.94,1594182.35,3095573.91,1919451.32,784564.92,905989.46,1645002.08,Retail,3178119.5900000003,1176122.59
6687,Zenith Holdings,Operations in healthcare,106702.95,1638455.33,6121058.64,2607120.9080000003,1502020.4,939449.94,324103.66,Technology,-1531752.3800000001,3513937.7319999994
6688,Innovative Holdings,Operations in manufacturing,211595.52,2692939.84,9563462.14,1843245.75,109764.38,646992.39,1438880.38,Technology,-2481344.32,7720216.390000001
6689,Zenith Solutions,Operations in retail,3023776.48,2169399.78,6799989.33,419118.41,1059508.46,2933363.28,4723852.54,Manufacturing,854376.7000000002,6380870.92
6690,Tech Systems,Operations in finance,1178181.95,2896797.55,4016654.58,4066012.01,50040.35,1327625.64,1341389.0,Manufacturing,-1718615.5999999999,-49357.4299999997
6691,Pinnacle Motors,Operations in finance,2059484.89,619259.74,4779678.16,2551035.73,436795.81,1716667.34,3260072.99,Retail,1440225.15,2228642.43
6692,Quantum Corp,Operations in technology,891049.28,511997.67,874878.45,2526206.6,512477.36,2736316.05,2627312.78,Retail,379051.61000000004,-1651328.1500000001
6693,Tech Enterprises,Operations in retail,2867390.24,1285498.56,4667788.026000001,345143.6,1827175.75,1918186.69,1644551.22,Technology,1581891.6800000002,4322644.426000001
6694,Dynamic International,Operations in technology,59855.29,2017487.88,7055568.26,93592.0,457379.07,1123222.87,2843754.69,Manufacturing,-1957632.5899999999,6961976.26
6695,Pinnacle Group,Operations in healthcare,2911404.98,660655.99,4891274.806,2000758.1060000001,719420.5140000001,572844.52,3648788.14,Healthcare,2250748.99,2890516.6999999997
6696,Alpha Systems,Operations in technology,3179322.9340000004,1418613.42,5291425.03,2857596.88,1884389.5,2137236.59,1479144.85,Technology,1760709.5140000004,2433828.1500000004
6697,Dynamic Motors,Operations in manufacturing,1427508.19,266676.91,5281267.646,1147891.44,1273917.31,185116.85,1830294.16,Manufacturing,1160831.28,4133376.206
6698,Zenith Corp,Operations in healthcare,2670415.46,1569119.74,7390393.48,1066438.34,1075188.45,2763993.03,3993817.76,Healthcare,1101295.72,6323955.140000001
6699,Pinnacle Enterprises,Operations in finance,238121.07,1723592.02,3081407.94,966021.06,506126.4,2078775.65,1804608.046,Healthcare,-1485470.95,2115386.88
6700,Innovative Corp,Operations in retail,1365466.64,655666.41,8680947.8,3726948.72,1406374.906,2200559.94,2149699.1399999997,Manufacturing,709800.2299999999,4953999.08
6701,Innovative Systems,Operations in healthcare,3322283.4,1061217.6,6467473.17,593857.4,1804905.23,1926704.32,165686.09,Retail,2261065.8,5873615.77
6702,Global International,Operations in retail,1697090.61,197528.72,9679923.1,4402942.31,645489.724,250027.31,2599390.93,Finance,1499561.8900000001,5276980.79
6703,Tech Technologies,Operations in technology,2582503.62,217718.34,4744857.45,3136814.238,1051453.74,605270.46,4727089.02,Technology,2364785.2800000003,1608043.2120000003
6704,Global Motors,Operations in technology,1565688.78,2501128.11,5856600.9,3078039.93,36977.84,718324.47,4607457.9,Finance,-935439.3299999998,2778560.97
6705,Alpha Corp,Operations in finance,2191818.53,1290965.71,4468765.17,2375619.222,966790.08,1639610.25,4433307.96,Technology,900852.8199999998,2093145.9479999999
6706,Dynamic Motors,Operations in technology,2176928.56,2179005.5,5306877.674000001,3117002.42,1625911.29,2887946.22,3508349.78,Healthcare,-2076.939999999944,2189875.2540000007
6707,Innovative Motors,Operations in technology,4518295.22,1965498.97,2128670.08,1662225.45,759570.91,643326.85,4462692.47,Healthcare,2552796.25,466444.6300000001
6708,Pinnacle Enterprises,Operations in technology,4912155.91,1121853.866,8623385.598000001,1363958.62,206255.11,919516.32,3380275.33,Technology,3790302.044,7259426.978000001
6709,Innovative Logistics,Operations in manufacturing,183436.7,1560315.33,990637.88,3006945.09,51908.12,39441.15,2355445.93,Healthcare,-1376878.6300000001,-2016307.21
6710,Dynamic Motors,Operations in technology,1354652.56,376339.45,2676450.89,2766695.5,389062.59,782756.41,443631.98,Finance,978313.1100000001,-90244.60999999987
6711,Innovative Group,Operations in retail,2739497.17,1038339.33,7921534.38,710774.8,126664.0,2286164.82,1215331.68,Manufacturing,1701157.8399999999,7210759.58
6712,Pinnacle Group,Operations in retail,834675.13,1380363.8,9659720.82,1844163.97,1451781.21,1093815.49,535042.15,Technology,-545688.67,7815556.850000001
6713,Alpha Holdings,Operations in manufacturing,4619526.56,501724.38,649676.1,1816455.12,805655.49,2674201.34,2678026.034,Finance,4117802.1799999997,-1166779.02
6714,Dynamic Logistics,Operations in retail,3124176.63,2093569.132,7156007.22,2283608.0,277960.98,1556130.57,887854.34,Retail,1030607.4979999999,4872399.22
6715,Pinnacle International,Operations in technology,3020660.01,1153910.45,6028101.18,3151486.17,1890816.58,738921.6,4639525.61,Retail,1866749.5599999998,2876615.01
6716,Pinnacle Corp,Operations in healthcare,2741892.73,214700.0,5804882.56,1699655.636,1042444.29,1066613.13,3325599.36,Technology,2527192.73,4105226.9239999996
6717,Alpha Solutions,Operations in retail,3716605.73,2891111.81,7571445.016,820104.36,146560.75,792487.41,2523905.59,Healthcare,825493.9199999999,6751340.6559999995
6718,Pinnacle Systems,Operations in technology,3182378.87,807905.68,3147801.29,3148157.87,1452859.48,1964804.31,2308946.46,Manufacturing,2374473.19,-356.5800000000745
6719,Innovative Motors,Operations in healthcare,2311740.454,1997828.55,1467815.63,1133033.82,274580.1,2296836.22,3256625.85,Healthcare,313911.90399999986,334781.8099999998
6720,Innovative Technologies,Operations in technology,2821362.96,378068.36,506621.02,3324209.54,405481.64,1910748.366,1516601.76,Finance,2443294.6,-2817588.52
6721,Innovative Holdings,Operations in manufacturing,2423775.99,1985968.04,3021242.138,156900.02,1463421.36,1784736.15,609801.73,Technology,437807.9500000002,2864342.118
6722,Pinnacle International,Operations in healthcare,1981719.4279999998,1422020.888,6161336.54,4016953.38,1400760.29,1359292.3460000001,1332121.51,Healthcare,559698.5399999998,2144383.16
6723,Innovative Corp,Operations in technology,737754.78,2994504.55,4447507.7,1074592.26,1109114.71,1821491.5,3502190.23,Manufacturing,-2256749.7699999996,3372915.4400000004
6724,Quantum Group,Operations in retail,1045346.03,214191.31,3191057.97,3839484.2,171205.87,1569736.48,3880368.57,Finance,831154.72,-648426.23
6725,Zenith Technologies,Operations in healthcare,2994837.45,914377.2,2919721.59,2859033.18,531516.93,306266.29,110391.26,Healthcare,2080460.2500000002,60688.40999999968
6726,Zenith International,Operations in finance,485210.01,1115291.34,8172144.42,2396015.83,1408721.01,1615066.73,2537252.96,Manufacturing,-630081.3300000001,5776128.59
6727,Pinnacle Corp,Operations in technology,2944844.35,2917313.57,8095716.4,3782935.94,278032.07,2946322.99,2023427.05,Manufacturing,27530.78000000026,4312780.460000001
6728,Zenith Logistics,Operations in manufacturing,3676611.98,2657883.05,8606921.53,522650.13,255686.68,2653892.3,4895052.94,Manufacturing,1018728.9300000002,8084271.399999999
6729,Green Logistics,Operations in technology,4584328.03,445632.61,1312910.94,1508535.89,493001.52,652995.89,1848467.3760000002,Manufacturing,4138695.4200000004,-195624.94999999995
6730,Zenith Corp,Operations in technology,1482944.91,2132983.58,688608.88,331857.21,1041231.3,2413565.07,2437540.79,Healthcare,-650038.6700000002,356751.67
6731,Tech Logistics,Operations in finance,2146350.018,784366.89,7117513.43,596251.29,843437.35,206754.59,1647562.86,Retail,1361983.128,6521262.14
6732,Green Group,Operations in finance,149399.83,172890.13,632244.99,1249534.59,366646.65,2870646.69,3115469.88,Technology,-23490.300000000017,-617289.6000000001
6733,Quantum Technologies,Operations in manufacturing,4306129.31,674706.58,1266933.57,651172.64,1730474.11,55631.18,1112259.0,Healthcare,3631422.7299999995,615760.93
6734,Tech Logistics,Operations in manufacturing,3255429.1440000003,205117.76,1098082.77,1929234.42,1091588.7460000003,1988258.8,4944133.41,Manufacturing,3050311.3840000005,-831151.6499999999
6735,Dynamic Motors,Operations in technology,3696512.0519999997,664109.49,5627267.77,432080.62,1646503.6,1155159.074,732415.04,Retail,3032402.562,5195187.149999999
6736,Dynamic Motors,Operations in healthcare,4287638.43,1997170.95,7171774.54,3008777.61,530247.41,2796885.0,3413000.7,Manufacturing,2290467.4799999995,4162996.93
6737,Pinnacle Enterprises,Operations in technology,2147101.11,2876080.16,586005.15,4652067.0,1969750.43,1268621.7,969062.31,Technology,-728979.0500000003,-4066061.85
6738,Dynamic Motors,Operations in technology,1285125.46,1868047.4079999998,7097693.96,4655416.03,557993.85,2419562.9,4615361.97,Healthcare,-582921.9479999999,2442277.9299999997
6739,Tech Holdings,Operations in manufacturing,2771562.63,1079408.8,9731252.99,3190003.5579999997,1845605.39,920508.2,3218844.18,Retail,1692153.8299999998,6541249.432
6740,Dynamic Motors,Operations in manufacturing,3775495.24,2382078.73,2093248.89,757834.58,1687038.3,1440770.65,2730784.6119999997,Technology,1393416.5100000002,1335414.31
6741,Global Systems,Operations in finance,4231533.49,1362256.68,4847754.99,4342734.0,531000.43,1957519.12,695654.07,Healthcare,2869276.8100000005,505020.9900000002
6742,Pinnacle Corp,Operations in retail,516732.08,1453455.3220000002,5255739.37,2359221.98,1966438.03,2609437.18,2057216.52,Healthcare,-936723.2420000001,2896517.39
6743,Quantum Corp,Operations in finance,714676.19,1739565.53,2975688.38,3492808.53,1478953.64,821518.79,3479339.35,Manufacturing,-1024889.3400000001,-517120.1499999999
6744,Green Group,Operations in manufacturing,1253995.36,1751832.07,4591690.52,1563340.25,633694.11,2399508.79,1974640.65,Manufacturing,-497836.70999999996,3028350.2699999996
6745,Zenith Logistics,Operations in technology,4965747.91,2506543.65,1906416.86,163434.9,361241.36,2203181.38,1906582.18,Technology,2459204.2600000002,1742981.9600000002
6746,Dynamic Motors,Operations in healthcare,4382598.55,1973129.31,7334760.92,3337617.83,1209149.89,1865585.89,2881671.52,Healthcare,2409469.2399999998,3997143.09
6747,Dynamic Systems,Operations in technology,4685173.49,1736798.82,623230.69,4119332.57,1126723.56,2726017.17,2454283.1,Finance,2948374.67,-3496101.88
6748,Zenith Group,Operations in technology,4897464.55,420491.06,391917.67,1116806.0,724046.53,1964371.19,373505.75,Technology,4476973.49,-724888.3300000001
6749,Alpha Corp,Operations in retail,88327.65,2074688.06,1235871.25,4232551.75,1813333.49,2986415.68,4320117.62,Manufacturing,-1986360.4100000001,-2996680.5
6750,Zenith Logistics,Operations in retail,3232010.472,1296670.514,4050223.26,3034922.8,1464380.15,1522265.39,2893202.84,Healthcare,1935339.958,1015300.46
6751,Tech Solutions,Operations in healthcare,2276547.19,1485786.44,7495959.16,3113042.53,919260.41,131143.58,2032287.02,Retail,790760.75,4382916.630000001
6752,Zenith Corp,Operations in healthcare,2745682.768,2970082.53,8284318.81,4920281.65,92604.12,2005574.04,972792.03,Healthcare,-224399.76199999964,3364037.159999999
6753,Future Logistics,Operations in technology,2279525.94,1982080.13,8776667.48,914489.74,1735547.49,117188.27,2543821.95,Retail,297445.81000000006,7862177.74
6754,Future Holdings,Operations in manufacturing,2008360.16,2997296.44,1842703.95,4459260.17,883007.04,162219.72,3711533.85,Technology,-988936.28,-2616556.2199999997
6755,Dynamic Solutions,Operations in retail,2973376.71,2111894.79,5704558.21,469625.79,941798.49,1256135.8,3507225.008,Manufacturing,861481.9199999999,5234932.42
6756,Dynamic Motors,Operations in technology,3526390.32,1843739.58,4647879.64,4474493.31,776370.28,1296317.542,1784972.2,Retail,1682650.7399999998,173386.33000000007
6757,Pinnacle Technologies,Operations in finance,3827797.96,1986773.79,4740395.380000001,2785674.45,307065.71,2045511.766,1237586.76,Retail,1841024.17,1954720.9300000006
6758,Zenith Solutions,Operations in healthcare,595912.54,1896609.52,6266161.61,4719224.87,1004928.7,749231.84,4645893.82,Finance,-1300696.98,1546936.7400000002
